2025-04-15 10:51:55 | INFO     | sol_monitor | Starting Solana token monitoring
2025-04-15 10:51:55 | INFO     | sol_monitor | Attempting to establish WebSocket connection...
2025-04-15 10:51:55 | INFO     | sol_monitor | Sending subscription message: {'jsonrpc': '2.0', 'id': 1, 'method': 'logsSubscribe', 'params': [{'mentions': ['TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA']}, {'commitment': 'finalized'}]}
2025-04-15 10:51:55 | INFO     | sol_monitor | Subscription message sent, waiting for messages...
2025-04-15 10:51:55 | INFO     | sol_monitor | Successfully subscribed. Subscription ID: 5591027
2025-04-15 10:51:56 | INFO     | sol_monitor | InitializeMint instruction detected. Signature: 4vq7rGxxS11FotCejFsMSJQh14DsHMrMirgwcuvKVfX1sk5VaBaeysWqe9AsSZdhB7HePD4jZCereYZmtaAUGUfq
2025-04-15 10:51:56 | INFO     | sol_monitor | Processing new token with mint address: Bnw91CXULawvdtnqMNe9cN2YtLDFjd4RcJLf6gWWpump (Total processed: 1)
2025-04-15 10:51:56 | INFO     | sol_monitor | Token info received: {'mint_authority': None, 'supply': '1000000000000000', 'decimals': 6, 'is_initialized': True, 'freeze_authority': None}
2025-04-15 10:51:56 | INFO     | sol_monitor | DexScreener API response: {'schemaVersion': '1.0.0', 'pairs': None}
2025-04-15 10:51:56 | WARNING  | sol_monitor | No DexScreener data found for Bnw91CXULawvdtnqMNe9cN2YtLDFjd4RcJLf6gWWpump
2025-04-15 10:51:56 | INFO     | sol_monitor | DexScreener API response: None
2025-04-15 10:51:56 | INFO     | sol_monitor | DexScreener data processed: None
2025-04-15 10:51:56 | INFO     | sol_monitor | Has DexScreener data: False
2025-04-15 10:51:57 | INFO     | sol_monitor | RugCheck API response for Bnw91CXULawvdtnqMNe9cN2YtLDFjd4RcJLf6gWWpump: {'tokenProgram': 'TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA', 'tokenType': '', 'risks': [], 'score': 1, 'score_normalised': 1}
2025-04-15 10:51:57 | INFO     | sol_monitor | Token Bnw91CXULawvdtnqMNe9cN2YtLDFjd4RcJLf6gWWpump added to pending tokens (no DexScreener data yet)
2025-04-15 10:51:57 | INFO     | sol_monitor | Skipping detailed processing for Bnw91CXULawvdtnqMNe9cN2YtLDFjd4RcJLf6gWWpump until DexScreener data is available
2025-04-15 10:51:57 | INFO     | sol_monitor | InitializeMint instruction detected. Signature: 2fZQE5vY5HDDhyCL6m9CzTcnm2zW5MNaSK5TCDs3gF2ubR3vdA3bDdrx7bJjL6Y9UaENVcjrd9u4BhUjNUHGAz2q
